97,97,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,97,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
97,97,97,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,570,97,97,97,97,98,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,570,97,97,97,570,570,570,570,570,570,570,570,570,570,570,570,97,97,97,98,99,100,570,570,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,97,570,97,97,97,97,570,570,570,570,570,570,570,97,97,97,98,99,100,570,570,570,570,570,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,570,570,570,570,97,97,97,97,570,570,97,97,97,98,99,100,570,570,570,570,570,570,570,570,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,570,570,570,570,570,97,97,97,97,97,98,99,100,570,543,543,543,570,570,570,570,570,97,98,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,570,570,570,97,97,98,99,97,97,97,97,100,100,100,572,573,574,100,100,100,100,100,100,100,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
97,97,97,97,98,99,100,100,100,100,97,97,97,570,570,572,573,574,570,570,570,570,570,570,97,540,540,540,540,540,540,540,600,600,600,600,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,570,570,570,570,570,570,570,570,570,570,97,97,97,570,572,573,574,97,97,97,97,97,98,99,540,540,540,540,540,600,600,600,540,540,540,540,600,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,570,570,570,570,570,570,570,570,570,570,570,97,97,97,602,603,604,97,98,99,100,100,100,100,540,540,540,540,600,600,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,600,600,600,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,570,570,570,570,570,570,570,97,97,97,97,97,97,97,99,292,292,292,292,100,570,570,570,570,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,600,600,600,540,540,540,600,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,97,97,97,97,97,98,99,100,100,100,100,100,97,292,292,570,570,570,292,292,570,570,570,97,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,600,600,600,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
99,100,100,100,100,100,100,100,100,100,100,570,570,292,292,97,570,570,570,97,292,292,97,97,98,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
100,100,100,100,100,570,570,570,570,97,97,97,292,292,97,97,97,97,97,98,99,292,98,97,97,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
100,570,97,97,97,97,97,97,97,98,99,100,292,100,100,100,100,100,100,100,97,292,97,98,99,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
97,97,98,99,100,100,100,100,100,100,100,292,100,570,570,570,570,97,97,97,98,292,100,570,570,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,600,600,600,600,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,570,570,570,570,570,570,570,570,570,570,292,97,97,97,97,97,53,53,53,53,292,97,97,97,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,600,600,600,600,540,600,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
97,97,97,97,97,97,97,97,97,97,97,292,99,100,97,98,53,53,570,570,570,292,292,570,570,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,600,540,600,540,540,540,600,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,570,570,570,570,570,570,570,570,570,292,97,97,98,99,53,53,570,570,570,570,53,292,98,99,600,540,540,540,540,53,53,540,540,540,540,540,540,540,540,600,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,600,540,540,600,600,600,540,540,600,540,540,540,540,600,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
570,570,570,570,570,570,97,97,97,97,292,99,100,53,570,53,570,570,570,570,53,53,292,98,600,600,540,540,540,53,53,53,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,600,600,600,600,600,600,600,600,540,540,540,600,540,540,540,540,600,600,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,292,292,540,53,53,540,540,540,540,53,53,540,292,292,600,540,540,540,540,53,540,53,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,600,600,600,600,540,540,540,540,600,600,540,600,540,540,540,540,540,540,600,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,540,292,540,53,53,540,540,540,53,53,540,540,540,292,600,540,540,540,53,53,540,53,540,540,540,540,540,540,540,600,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,600,600,600,600,600,540,540,540,600,600,600,600,600,600,600,600,600,600,540,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,540,292,540,53,53,540,53,53,53,540,540,540,540,292,600,540,540,540,53,540,540,53,540,540,540,540,540,540,540,600,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,600,600,600,540,540,600,600,600,600,540,540,540,540,600,600,540,540,540,540,600,600,600,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,540,540,292,53,53,53,53,53,53,540,540,540,540,600,292,540,540,540,53,540,540,53,540,540,540,540,540,540,600,600,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,600,600,540,540,600,600,540,540,540,540,540,540,540,600,540,600,540,540,540,600,540,600,600,540,600,600,540,540,540,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,540,53,292,292,540,540,540,540,540,53,53,540,540,600,292,292,540,540,53,540,53,53,540,540,540,540,540,600,600,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,600,600,540,600,600,540,600,540,540,540,540,540,540,540,600,540,540,600,600,600,540,540,540,600,600,600,540,600,540,540,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,53,53,540,292,292,540,540,540,540,540,53,53,540,600,540,292,292,540,53,540,53,540,540,540,540,540,540,600,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,600,600,540,600,540,540,540,600,540,540,540,540,540,540,540,600,540,600,540,600,540,540,540,600,600,540,600,540,540,600,600,600,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,53,540,540,540,540,292,292,292,53,53,53,53,53,540,540,540,292,292,292,292,292,292,292,292,540,540,600,600,540,540,540,600,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,600,600,600,540,600,540,540,540,540,600,540,540,540,540,540,540,600,540,600,540,540,540,600,540,540,600,600,540,540,600,540,540,540,540,600,600,600,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,53,540,540,540,540,540,540,292,292,292,292,292,292,292,292,53,540,540,53,53,540,540,53,53,540,600,600,540,540,540,540,600,540,540,540,540,540,540,540,540,540,600,600,540,540,540,600,540,540,600,600,540,540,540,540,540,600,540,540,540,540,540,540,600,600,540,540,540,540,540,600,600,540,600,540,540,540,600,540,540,540,540,540,540,600,600,600,600,600,600
540,540,540,540,540,540,540,540,540,540,53,540,540,540,540,540,53,53,540,540,540,600,540,53,292,292,292,53,53,53,540,540,540,53,540,600,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,600,540,540,600,600,540,600,600,540,540,540,540,540,540,600,600,540,540,540,540,540,600,600,540,540,540,540,540,540,540,600,540,600,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,53,53,540,540,292,292,292,292,292,292,292,292,292,540,53,53,292,292,53,53,540,540,540,540,53,600,600,540,540,540,540,540,540,600,540,540,540,540,540,540,540,600,540,540,600,540,540,600,540,600,540,540,540,540,540,540,600,600,540,540,540,540,600,600,600,540,540,540,540,540,540,600,540,600,600,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,53,53,292,292,292,53,53,540,540,540,540,540,600,292,292,292,292,540,540,600,53,600,600,600,53,600,600,600,600,600,600,600,600,600,600,540,540,540,540,540,540,600,540,600,540,540,600,540,540,600,540,540,540,540,540,600,600,600,540,540,540,600,600,600,540,540,540,540,540,540,540,600,540,540,600,540,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,53,292,53,53,53,540,540,540,540,540,540,600,600,53,292,292,292,540,600,600,53,540,540,540,53,540,540,540,540,540,540,540,540,600,600,600,600,600,600,600,600,600,600,540,540,540,600,540,540,600,540,540,540,540,540,600,540,600,540,540,600,600,540,540,540,540,540,540,540,540,600,540,540,540,600,540,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,292,292,540,540,540,540,540,540,540,540,540,600,292,292,540,53,600,292,292,292,53,540,540,600,53,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,600,600,600,600,600,600,600,600,600,600,540,540,540,540,600,600,540,600,600,600,540,540,540,540,540,540,540,540,540,600,540,540,540,540,600,540,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,292,292,53,53,53,540,540,540,540,540,540,540,292,540,53,600,53,540,540,540,292,292,292,292,292,53,540,540,540,540,540,540,540,540,540,600,600,540,540,540,600,600,540,540,540,600,540,540,540,600,600,600,600,600,600,600,600,600,600,600,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,600,600,600,540,540,540,540,600,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,292,540,540,540,53,53,53,53,540,540,292,292,600,540,53,53,53,540,540,540,540,540,53,600,53,53,540,540,540,540,540,540,540,540,540,540,600,540,540,600,600,540,540,540,600,540,540,540,540,600,540,540,540,600,600,540,540,600,540,600,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,600,540,600,540,540,540,540,600,540,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,292,292,540,540,540,540,540,53,292,292,540,600,600,540,600,53,540,540,540,540,540,540,53,600,53,540,540,540,540,540,540,540,540,540,540,540,600,600,600,540,600,540,540,600,540,540,540,540,540,600,540,540,600,600,540,540,600,540,540,600,540,540,540,540,540,540,540,600,540,540,540,540,540,540,540,600,540,600,540,540,540,540,540,600,540,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,292,292,540,540,540,292,292,53,53,53,53,540,53,53,540,540,540,540,540,540,540,600,53,53,540,540,540,540,540,540,540,540,540,540,540,600,600,600,540,600,540,600,540,540,540,540,540,600,540,540,600,600,540,540,600,540,540,540,600,540,540,540,540,540,540,600,540,540,540,540,540,540,540,600,540,540,540,600,540,540,540,540,600,540,540,540,540,540,540,600,600
540,540,540,540,540,540,540,540,540,540,292,292,292,292,292,540,540,540,540,53,53,53,540,540,540,540,540,540,540,540,600,53,53,540,540,540,540,540,540,540,540,540,540,600,540,540,600,600,600,600,540,540,540,540,540,540,600,600,600,540,540,540,600,540,540,540,540,600,540,540,540,540,540,540,600,540,540,540,540,540,540,540,600,540,540,540,600,540,540,540,540,600,540,540,540,540,540,540,600,540
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,600,540,540,540,540,540,540,540,540,600,53,53,540,540,540,540,540,540,540,540,540,600,540,540,540,540,600,600,600,540,540,540,540,540,540,600,600,540,540,540,600,540,540,540,540,540,600,540,540,540,540,600,600,540,540,540,540,540,540,540,540,600,540,540,540,540,600,540,540,540,540,600,540,540,540,540,600,540,540
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,600,600,600,600,600,600,600,600,600,600,600,540,540,540,600,540,540,540,540,540,540,600,540,540,540,600,540,540,540,540,540,540,540,540,540,540,600,540,540,600,600,600,600,600,600,600,600,540,540,540,600,540,540,540
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,600,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,600,540,600,540,540,540,540,540,540,600,540,540,540,600,540,540,540,540,540,540,540,600,540,540,600,540,540,540,540,540,540,540,540,540,540,540,600,600,600,540,540,600,540,540,540,600,600,540,540,600,540,540,540,540
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,600,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,600,600,540,600,540,540,540,540,540,540,600,540,540,600,540,540,540,540,540,540,540,540,600,540,600,540,540,540,540,540,540,540,540,540,540,600,600,600,540,540,540,540,600,540,540,540,540,600,540,600,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,600,540,540,540,540,540,540,540,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,540,540,540,540,540,540,600,540,540,600,540,540,540,540,540,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,600,600,540,540,600,540,540,540,540,600,540,540,540,540,600,600,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,540,600,540,540,600,600,600,600,600,600,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,600,600,540,600,600,600,600,540,540,540,600,540,600,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,600,600,540,540,540,540,600,540,540,540,540,600,540,540,540,540,600,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,540,540,540,540,540,600,600,600,600,600,600,600,600,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,540,600,600,600,540,540,540,600,540,540,600,540,600,540,540,540,540,540,540,540,540,540,540,600,600,600,540,540,540,540,540,600,600,540,540,540,540,540,600,540,540,540,540,540,600,540,540,540,540,600,540,540,540,540,540,540,540
540,540,540,540,540,540,540,540,540,540,600,600,600,600,600,540,540,600,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,600,540,600,600,540,540,540,540,540,540,540,540,540,540,600,540,540,600,540,540,600,600,600,540,540,540,540,540,540,540,600,540,540,540,540,540,600,540,540,540,600,600,540,540,540,540,540,540,540
540,540,540,540,540,540,600,600,600,600,540,540,540,540,540,540,600,600,540,600,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,600,540,600,540,540,540,540,540,540,540,540,540,540,540,600,540,540,600,600,600,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,600,540,600,600,600,600,540,540,540,540,540,540,540
540,600,600,600,600,600,540,540,540,540,540,540,540,540,540,540,600,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,600,600,540,540,540,540,540,540,540,540,540,540,600,600,540,540,540,600,540,540,540,540,540,540,540,540,540,540,540,600,540,540,540,540,540,540,600,600,600,540,600,600,540,540,540,540,540,540,540
